chr	start	end	log2_TNratio_corrected
chr1	71000001	71500000	0.0280275127107936
chr1	71500001	72000000	-0.0314697509810053
chr1	72000001	72500000	-0.105407400172595
chr1	72500001	73000000	0.039157246576112
chr1	73000001	73500000	0.0177569744377378
chr1	73500001	74000000	0.0378720664528325
chr1	74000001	74500000	0.00724488074898903
chr1	74500001	75000000	-0.0344954737857703
chr1	75000001	75500000	0.041103055074374
chr1	75500001	76000000	-0.0114995597105144
chr1	76000001	76500000	0.0215537175531741
chr1	76500001	77000000	0.0174105799078086
chr1	77000001	77500000	-0.055808860165234
chr1	77500001	78000000	-0.0684158363893691
chr1	78000001	78500000	0.0412163677309356
chr1	78500001	79000000	-0.029437760104791
chr1	79000001	79500000	-0.0616979529298749
chr1	79500001	80000000	0.0184582671642898
chr1	80000001	80500000	0.014625734989085
chr1	80500001	81000000	0.0576198007708275
chr1	81000001	81500000	0.0565204579127532
chr1	81500001	82000000	-0.0582295532334853
chr1	82000001	82500000	0.0437842399029584
chr1	82500001	83000000	-0.0261060869474188
chr1	83000001	83500000	-0.0231434045217829
chr1	84000001	84500000	-0.00338543293029636
chr1	84500001	85000000	0.0534951743414851
chr1	85000001	85500000	0.0211469519913898
chr1	85500001	86000000	-0.0114200546885104
chr1	86000001	86500000	-0.0166888585887043
chr1	86500001	87000000	0.0327071524136575
chr1	87000001	87500000	0.0507467442884064
chr1	87500001	88000000	-0.0541491834765287
chr1	88000001	88500000	0.00511370892460453
chr1	88500001	89000000	-0.0805915509177963
chr1	89000001	89500000	-0.00979223058076731
chr1	89500001	90000000	-0.00800078927177771
chr1	90000001	90500000	0.0735376684350969
chr1	90500001	91000000	-0.0690326655027322
chr1	91000001	91500000	-0.00882165060498979
chr1	91500001	92000000	-0.0414348277524847
chr1	92000001	92500000	-0.0596252954819012
chr1	92500001	93000000	-0.0657584353724724
chr1	93000001	93500000	-0.0316932856743758
chr1	93500001	94000000	0.025843111907371
chr1	94000001	94500000	-0.0619415657935767
chr1	94500001	95000000	-0.024017459514325
chr1	95000001	95500000	-0.0174882358916472
chr1	95500001	96000000	-0.00478679480885091
chr1	96000001	96500000	-0.000585622050465753
chr1	96500001	97000000	-0.139679518199414
chr1	97000001	97500000	-0.0126643822327969
chr1	97500001	98000000	0.0575795625461589
chr1	98000001	98500000	-0.0930187733660481
chr1	98500001	99000000	-0.0720420635644505
chr1	99000001	99500000	-0.0129167599537743
chr1	99500001	100000000	0.0143053952294203
chr1	100000001	100500000	0.0494268509649256
chr1	100500001	101000000	0.0199032383211571
chr1	101000001	101500000	-0.0332525767151066
chr1	101500001	102000000	-0.0330067618862844
chr1	102000001	102500000	-0.041798857036214
chr1	102500001	103000000	-0.072289194396535
chr1	103000001	103500000	0.0148770084634739
chr1	104500001	105000000	-0.00284387111748045
chr1	105000001	105500000	0.03207488107596
chr1	105500001	106000000	0.0171004846392147
chr1	106000001	106500000	-0.0212066821650985
chr1	106500001	107000000	0.0289402236373764
chr1	107000001	107500000	-0.0493745064023589
chr1	107500001	108000000	0.0263711240970869
chr1	108000001	108500000	-0.030893879691198
chr1	109000001	109500000	0.0253125601431196
chr1	109500001	110000000	0.102602201643366
chr1	110000001	110500000	0.0635791577580021
chr1	110500001	111000000	-0.0175296841459405
chr1	111000001	111500000	0.026377331032363
chr1	111500001	112000000	-0.0176402534054526
chr1	112000001	112500000	0.0553350744780701
chr1	112500001	113000000	-0.101551507025252
chr1	113000001	113500000	0.0385149481717694
chr1	113500001	114000000	-0.025832756449135
chr1	114000001	114500000	0.033064313439808
chr1	114500001	115000000	-0.0599562693134946
chr1	115000001	115500000	0.0302651094139456
chr1	115500001	116000000	-0.0617026645314676
chr1	116000001	116500000	-0.0865640165231655
chr1	116500001	117000000	0.00967976746614511
chr1	117000001	117500000	-0.0224788517972901
chr1	117500001	118000000	-0.0526472186422821
chr1	118000001	118500000	0.0613852802112234
chr1	118500001	119000000	0.0456804878114596
chr1	119000001	119500000	-0.0110137941205144
chr1	119500001	120000000	-0.0678641888262827
chr1	120000001	120500000	0.0211880257696993
chr1	146500001	147000000	0.0201046062273736
chr1	150000001	150500000	0.0555971801691195
chr1	150500001	151000000	0.132247738410353
chr1	151000001	151500000	0.0958415664072169
chr1	151500001	152000000	-0.0203294469318825
chr1	152000001	152500000	0.0383607982486357
chr1	152500001	153000000	-0.0828955530255338
chr1	153000001	153500000	-0.0103121117188573
chr1	153500001	154000000	0.112576296199234
chr1	154000001	154500000	0.0687347263001087
chr1	154500001	155000000	0.0207067549689384
chr1	155000001	155500000	0.0775102123429152
chr1	155500001	156000000	0.074869570171741
chr1	156000001	156500000	0.019757781058953
chr1	156500001	157000000	-0.0653092065059948
chr1	157000001	157500000	-0.0475277506340713
chr1	157500001	158000000	-0.022023853561506
chr1	158000001	158500000	-0.0420329846388888
chr1	158500001	159000000	-0.0256162799909828
chr1	159000001	159500000	-0.0329736619381963
chr1	159500001	160000000	-0.0554248299263011
chr1	160000001	160500000	0.0520356505814809
chr1	160500001	161000000	-0.00898724745228304
chr1	161000001	161500000	0.116606783655522
chr1	162000001	162500000	-0.0598035547822081
chr1	162500001	163000000	-0.0250033084604999
chr1	163000001	163500000	-0.0522918747482305
chr1	163500001	164000000	-0.0332034221315796
chr1	164000001	164500000	-0.0453817269732404
chr1	164500001	165000000	-0.0504234022383124
chr1	165000001	165500000	-0.105871361308095
chr1	165500001	166000000	-0.0211452627125096
chr1	166000001	166500000	-0.0257440710294249
chr1	166500001	167000000	-0.0178625080632338
chr1	167000001	167500000	-0.0264157248206869
chr1	167500001	168000000	0.0710140245490851
chr1	168000001	168500000	0.0279326272056535
chr1	168500001	169000000	-0.128008422485919
chr1	169000001	169500000	0.0450333170376459
chr1	169500001	170000000	-0.0603318792540966
chr1	170000001	170500000	-0.0188047472819572
chr1	170500001	171000000	0.00810516863497293
chr1	171000001	171500000	0.010393609215222
chr1	171500001	172000000	-0.0357927904438369
chr1	172000001	172500000	-0.0612616614634579
chr1	172500001	173000000	0.0196808042144304
chr1	173000001	173500000	-0.0475210847546728
chr1	173500001	174000000	0.0254207452397704
chr1	174000001	174500000	-0.0625561653983137
chr1	174500001	175000000	0.0208428926064285
chr1	175000001	175500000	-0.0103328178246197
chr1	175500001	176000000	-0.0449338741132701
chr1	176000001	176500000	0.0208310640490115
chr1	176500001	177000000	-0.0246375820809459
chr1	177000001	177500000	-0.0439932472117496
chr1	177500001	178000000	-0.0153677628450822
chr1	178000001	178500000	0.0344733121259034
chr1	178500001	179000000	-0.00841681833224192
chr1	179000001	179500000	0.0177724068125449
chr1	179500001	180000000	-0.00082921700585432
chr1	180000001	180500000	0.0345737273739225
chr1	180500001	181000000	0.0361074407718491
chr1	181000001	181500000	-0.0862103737566376
chr1	181500001	182000000	-0.0689883922077852
chr1	182000001	182500000	0.0396627716750544
chr1	182500001	183000000	-0.013296654454425
chr1	183000001	183500000	0.104055330035602
chr1	183500001	184000000	-0.00240945671394537
chr1	184000001	184500000	-0.0867258260079433
chr1	184500001	185000000	0.0135863443352965
chr1	185000001	185500000	0.040436029411311
chr1	185500001	186000000	-0.00790195951841585
chr1	186000001	186500000	0.028278654422859
chr1	186500001	187000000	-0.0201153062892304
chr1	187000001	187500000	-0.116426144347776
chr1	187500001	188000000	-0.0424464245169116
chr1	188000001	188500000	-0.0171339077567385
chr1	188500001	189000000	0.103466316673366
chr1	189000001	189500000	0.0511211907460978
chr1	189500001	190000000	0.0173958833407331
chr1	190000001	190500000	NA
chr1	190500001	191000000	0.0127161915139072
chr1	191000001	191500000	0.0072872085092461
chr1	191500001	192000000	-0.00318268319380618
chr1	192000001	192500000	0.00622902121765632
chr1	192500001	193000000	-0.0234234242814425
chr1	193000001	193500000	0.00563936920174426
chr1	193500001	194000000	-0.0614174133069256
chr1	194000001	194500000	-0.0285378345807666
chr1	194500001	195000000	0.0510193045064622
chr1	195000001	195500000	0.00869374578658265
chr1	195500001	196000000	-0.0643517408519786
chr1	196000001	196500000	-0.121529014776349
chr1	197000001	197500000	0.00581968384820553
chr1	197500001	198000000	0.0145951193902729
chr1	198000001	198500000	0.022575260682992
chr1	198500001	199000000	0.0481384573197303
chr1	199000001	199500000	-0.0260835223796482
chr1	199500001	200000000	-0.0831400905467482
chr1	200000001	200500000	0.0206911719024375
chr1	200500001	201000000	0.0828600182363256
chr1	201000001	201500000	-0.101317040752914
chr1	201500001	202000000	-0.112334197356825
chr1	202000001	202500000	-0.0957852499707239
chr1	202500001	203000000	0.0465591557281864
chr1	203000001	203500000	-0.0664787037700731
chr1	203500001	204000000	-0.0166075711475518
chr1	204000001	204500000	-0.0705937576653803
chr1	204500001	205000000	-0.0842200956084462
chr1	205000001	205500000	-0.0433941000244234
chr1	206500001	207000000	-0.0353571554480728
chr1	207000001	207500000	-0.0180965444166836
chr1	207500001	208000000	0.0437050150429407
chr1	208000001	208500000	0.0300611709114448
chr1	208500001	209000000	-0.0744364457332739
chr1	209000001	209500000	0.0358729484368791
chr1	209500001	210000000	-0.0063894111983721
chr1	210000001	210500000	-0.0475861140394224
chr1	210500001	211000000	-0.0676478549883738
chr1	211000001	211500000	-0.0583422465314854
chr1	211500001	212000000	0.0509702932067293
chr1	212000001	212500000	0.0533747359638458
chr1	212500001	213000000	0.080259015821747
chr1	213000001	213500000	0.0865220866923314
chr1	213500001	214000000	-0.0688746715542888
chr1	214000001	214500000	0.0376791652737733
chr1	214500001	215000000	0.0465134516799812
chr1	215000001	215500000	0.0424796008561933
chr1	215500001	216000000	0.0464654233567424
chr1	216000001	216500000	-0.0231022738888601
chr1	216500001	217000000	0.0765085057293854
chr1	217000001	217500000	0.015324961511053
chr1	217500001	218000000	0.0273752323829593
chr1	218000001	218500000	0.112958119487179
chr1	218500001	219000000	0.0212968518305144
chr1	219000001	219500000	0.0176281407866764
chr1	219500001	220000000	-0.0325621512698025
chr1	220000001	220500000	-0.0825909398519444
chr1	220500001	221000000	0.0949194311058549
chr1	221000001	221500000	-0.00665882246693654
chr1	221500001	222000000	-0.02800613059684
chr1	222000001	222500000	-0.11866766773026
chr1	223000001	223500000	0.0232647970264803
chr1	224500001	225000000	0.0394046676063158
chr1	225000001	225500000	-0.0554901568942306
chr1	225500001	226000000	0.0307351645751194
chr1	226000001	226500000	0.110123430105487
chr1	226500001	227000000	0.000473040654746643
chr1	227000001	227500000	0.0385526173662622
chr1	227500001	228000000	0.110881240072051
chr1	228000001	228500000	0.0267869301972267
chr1	228500001	229000000	-0.0751310977159415
chr1	229000001	229500000	-0.00926731009448572
chr1	229500001	230000000	0.00635439754570613
chr1	230000001	230500000	0.033867315200072
chr1	230500001	231000000	-0.0363234968071638
chr1	231000001	231500000	0.029743935594976
chr1	231500001	232000000	-0.0463475580584408
chr1	232000001	232500000	-0.120692366616845
chr1	232500001	233000000	-0.0289818017532415
chr1	233000001	233500000	0.018030427324965
chr1	233500001	234000000	-0.0451549782845654
chr1	234000001	234500000	0.0497313312814987
chr1	234500001	235000000	0.0086306845866912
chr1	235500001	236000000	0.0900482975874598
chr1	236000001	236500000	0.0416120344766295
chr1	236500001	237000000	-0.0347263530107767
chr1	237000001	237500000	-0.0179193883741724
chr1	237500001	238000000	-0.0237877333736017
chr1	238000001	238500000	0.00319250368781428
chr1	238500001	239000000	0.0418786284263916
chr1	239000001	239500000	-0.0728759041868125
chr1	239500001	240000000	0.0730282573033589
chr1	240000001	240500000	-0.0111846081334932
chr1	240500001	241000000	0.0104742881333814
chr1	241000001	241500000	0.00376437604958919
chr1	241500001	242000000	-0.0304111006686339
chr1	242000001	242500000	-0.00014618122188971
chr1	242500001	243000000	0.0623714566115075
chr1	243500001	244000000	0.0118361333652908
chr1	244000001	244500000	-0.0920616545051206
chr1	244500001	245000000	0.0273592564317133
chr1	245000001	245500000	0.0888786346905823
chr1	245500001	246000000	-0.041583593188428
chr1	246000001	246500000	-0.0513622511047634
chr1	246500001	247000000	0.0228754945996672
chr1	247000001	247500000	0.0781236737641521
chr1	247500001	248000000	-0.0273346762432279
chr1	248000001	248500000	0.0222699508612732
chr2	1	500000	NA
chr2	500001	1000000	0.0058107145120158
chr2	1000001	1500000	0.00264308066622153
chr2	1500001	2000000	-0.0190705962218211
chr2	2000001	2500000	-0.0624693479584524
chr2	2500001	3000000	0.00611472690089296
chr2	3000001	3500000	0.00745573615792784
chr2	4000001	4500000	0.0703428758248621
chr2	4500001	5000000	0.0370614087081756
chr2	5500001	6000000	0.0421245107022713
chr2	6000001	6500000	-0.0439766754993269
chr2	6500001	7000000	-0.00785521903348711
chr2	7000001	7500000	-0.0169578152901097
chr2	7500001	8000000	-0.0963433893868147
chr2	8000001	8500000	-0.0343033877220431
chr2	8500001	9000000	0.00465766230684576
chr2	9000001	9500000	0.0419806633148371
chr2	9500001	10000000	0.0376985523582853
chr2	10000001	10500000	-0.021576417741922
chr2	10500001	11000000	0.0372525471394536
chr2	11000001	11500000	0.0461146775119242
chr2	11500001	12000000	-0.000564576162660615
chr2	12000001	12500000	-0.0498094524571882
chr2	12500001	13000000	-0.0220591757312511
chr2	13000001	13500000	-0.0654569130011381
chr2	13500001	14000000	-0.0548610028072941
chr2	14000001	14500000	0.0445009595606116
chr2	14500001	15000000	0.0822781960674677
chr2	15000001	15500000	-0.0111380384348446
chr2	15500001	16000000	-0.0645779933533553
chr2	16500001	17000000	0.0272793834379779
chr2	17000001	17500000	-0.109770438672015
chr2	17500001	18000000	-0.10343302029405
chr2	18000001	18500000	-0.0474992575837303
chr2	18500001	19000000	0.0544654285641942
chr2	19000001	19500000	-0.0377238514862233
chr2	19500001	20000000	0.0140639110005989
chr2	20000001	20500000	0.0129514756521552
chr2	20500001	21000000	0.0462689937025575
chr2	21000001	21500000	NA
chr2	21500001	22000000	-0.0521551144159102
chr2	22000001	22500000	0.029655920948889
chr2	22500001	23000000	-0.0331731387270362
chr2	23000001	23500000	-0.00994595739617629
chr2	23500001	24000000	-0.0863828546735142
chr2	24000001	24500000	0.0570793100069831
chr2	24500001	25000000	0.0616040943100127
chr2	25000001	25500000	-0.0645633059776204
chr2	25500001	26000000	0.0211337079328357
chr2	26000001	26500000	0.0420906704610034
chr2	26500001	27000000	0.0379776843092458
chr2	27000001	27500000	-0.0261586186785288
chr2	27500001	28000000	0.0947163748839827
chr2	28000001	28500000	0.00703516754574259
chr2	28500001	29000000	0.0268225568411703
chr2	29000001	29500000	0.0187869485758022
chr2	29500001	30000000	-0.123596243652423
chr2	30000001	30500000	-0.020021598217789
chr2	30500001	31000000	-0.074453146884945
chr2	31000001	31500000	-0.0891359518604689
chr2	31500001	32000000	NA
chr2	32000001	32500000	0.0626384265695554
chr2	32500001	33000000	0.0185615705138778
chr2	33000001	33500000	NA
chr2	33500001	34000000	-0.0347760482751754
chr2	34000001	34500000	0.0205847250668213
chr2	34500001	35000000	-0.0766977782845304
chr2	35000001	35500000	-0.0519681395272388
chr2	35500001	36000000	0.044099345923698
chr2	36000001	36500000	-0.0058519368967366
chr2	36500001	37000000	-0.0188862777014967
chr2	37000001	37500000	0.0195471249061138
chr2	37500001	38000000	0.0839315109212174
chr2	38000001	38500000	0.00118442925876218
chr2	38500001	39000000	0.107746643094895
chr2	39000001	39500000	0.0345529477944663
chr2	39500001	40000000	-0.0510462722709945
chr2	40000001	40500000	-0.0411361102196508
chr2	40500001	41000000	-0.0490248818215179
chr2	41000001	41500000	-0.0100013217508733
chr2	41500001	42000000	-0.0156663755491677
chr2	42000001	42500000	-0.0469277564319052
chr2	42500001	43000000	-0.0415571156019668
chr2	43000001	43500000	-0.0288760674126045
chr2	43500001	44000000	0.00177678014565194
chr2	44000001	44500000	0.0703315040656532
chr2	44500001	45000000	-0.0849448295118576
chr2	45000001	45500000	-0.0278529148692182
chr2	45500001	46000000	-0.00429642850589742
chr2	46000001	46500000	-0.134329939949367
chr2	46500001	47000000	0.0162003186853961
chr2	47000001	47500000	-0.00578900067418919
chr2	47500001	48000000	-0.0782833342766054
chr2	48000001	48500000	-0.0130630294516864
chr2	48500001	49000000	0.0115190939719973
chr2	49000001	49500000	-0.0322011698341519
chr2	49500001	50000000	-0.0115767689149628
chr2	50000001	50500000	0.00840382871096194
chr2	50500001	51000000	-0.00330190511853958
chr2	51000001	51500000	-0.0113988164485561
chr2	51500001	52000000	-0.00200562423842385
chr2	52000001	52500000	-0.000612429933395348
chr2	52500001	53000000	0.0491030982768116
chr2	53000001	53500000	-0.0983148127585196
chr2	53500001	54000000	-0.00140074820910845
chr2	54000001	54500000	0.0527748538118662
chr2	54500001	55000000	-0.0471251433060789
chr2	55000001	55500000	0.0941742109001499
chr2	55500001	56000000	0.0833240701217726
chr2	56000001	56500000	0.0320589383877245
chr2	56500001	57000000	-0.035584013388471
chr2	57000001	57500000	0.0639836401722488
chr2	57500001	58000000	-0.0651279753399245
chr2	58000001	58500000	-0.0144318094973787
chr2	58500001	59000000	-0.0755174824478076
chr2	59000001	59500000	-0.0719873829120382
chr2	59500001	60000000	-0.022784104863061
chr2	60000001	60500000	-0.127042303489375
chr2	60500001	61000000	0.00723949512300722
chr2	61000001	61500000	0.104718325944486
chr2	61500001	62000000	0.106297696689158
chr2	62000001	62500000	-0.0538991510580198
chr2	62500001	63000000	0.0301580372827237
chr2	63000001	63500000	-0.0189321640923259
chr2	63500001	64000000	-0.033288446797763
chr2	64000001	64500000	-0.000434510618536618
chr2	64500001	65000000	0.0754538408982275
chr2	65000001	65500000	0.0919721648418515
chr2	65500001	66000000	-0.0316173612350325
chr2	66000001	66500000	-0.0393888420905237
chr2	66500001	67000000	0.0119147185578496
chr2	67000001	67500000	0.000994476926895138
chr2	67500001	68000000	-0.0899644506384935
chr2	68000001	68500000	-0.0252744642473172
chr2	68500001	69000000	-0.0274760758170562
chr2	69000001	69500000	-0.03717450877923
chr2	69500001	70000000	0.0817995893555864
chr2	70000001	70500000	0.210146078417517
chr2	70500001	71000000	-0.0555898790867425
chr2	71000001	71500000	0.0242802252958642
chr2	71500001	72000000	-0.0232917288409391
chr2	72000001	72500000	-0.0309883647030828
chr2	72500001	73000000	-0.00171554067267915
chr2	73000001	73500000	-0.0391378000271568
chr2	73500001	74000000	0.0288567213110526
chr2	74000001	74500000	0.0785121640129195
chr2	74500001	75000000	0.0173024264759922
chr2	75000001	75500000	0.0211868920586098
chr2	75500001	76000000	-0.0530206180799596
chr2	76000001	76500000	-0.0371431031449027
chr2	76500001	77000000	-0.0470984810230488
chr2	77000001	77500000	0.00589555689100133
chr2	77500001	78000000	-0.0160196075541649
chr2	78000001	78500000	0.125599355033973
chr2	78500001	79000000	-0.0475744392200549
chr2	79000001	79500000	-0.0211415946439738
chr2	79500001	80000000	0.0381037756539663
chr2	80000001	80500000	0.00986073836292374
chr2	80500001	81000000	-0.00944661011873108
chr2	81000001	81500000	0.0148969801126153
chr2	81500001	82000000	0.00829985051511123
chr2	82000001	82500000	-0.0436183465066066
chr2	82500001	83000000	-0.0110479546705062
chr2	83000001	83500000	0.0732446859789715
chr2	83500001	84000000	0.00815889313977793
chr2	84000001	84500000	0.013585854748869
chr2	84500001	85000000	-0.045651569265053
chr2	85000001	85500000	-0.0945751480192693
chr2	85500001	86000000	0.104539539688225
chr2	86000001	86500000	-0.0265870126340105
chr2	86500001	87000000	0.0186966226564716
chr2	88500001	89000000	-0.0114608476999099
chr2	95500001	96000000	0.0394094973312238
chr2	97000001	97500000	0.0373779661554741
chr2	98500001	99000000	-0.00633864684134352
chr2	99000001	99500000	0.0985357916895118
chr2	99500001	100000000	0.0112034554311492
chr2	100000001	100500000	-0.0498768325711138
chr2	100500001	101000000	-0.0365499342521116
chr2	101000001	101500000	-0.0252694217436096
chr2	101500001	102000000	-0.00923380782711361
chr2	102000001	102500000	-0.0393115268457261
chr2	102500001	103000000	-0.077413902172862
chr2	103000001	103500000	-0.0178154308654435
chr2	103500001	104000000	-0.00899834280914128
chr2	104000001	104500000	0.0173917832394976
chr2	104500001	105000000	-0.043541045594389
chr2	105000001	105500000	0.0289893233226472
chr2	105500001	106000000	-0.0026040115036296
chr2	106000001	106500000	-0.0879878101290217
chr2	106500001	107000000	0.037825516191791
chr2	107500001	108000000	-0.0527277168091489
chr2	108000001	108500000	-0.0238104935386061
chr2	108500001	109000000	-0.0726527157028643
chr2	109500001	110000000	-0.0405332344051619
chr2	111500001	112000000	-0.100608816547094
chr2	113500001	114000000	0.0788328620514149
chr2	114500001	115000000	-0.0153171785223524
chr2	115000001	115500000	-0.0255755156625307
chr2	115500001	116000000	-0.0454909498651243
chr2	116000001	116500000	0.111435532287731
chr2	116500001	117000000	0.0416937818111147
chr2	117000001	117500000	-0.016767285583302
chr2	117500001	118000000	0.0428831334810271
chr2	118000001	118500000	0.00598491936595903
chr2	118500001	119000000	-0.00870161581605297
chr2	119000001	119500000	-0.0670822320827978
chr2	119500001	120000000	-0.0272576430844039
chr2	120000001	120500000	-0.0546770615151245
chr2	120500001	121000000	0.0707708223771543
chr2	121000001	121500000	-0.0154927922026545
chr2	121500001	122000000	-0.0824619307298874
chr2	122000001	122500000	0.0537346219556655
chr2	122500001	123000000	-0.112233783082855
chr2	123000001	123500000	-0.030229692622295
chr2	123500001	124000000	-0.0316972484408691
chr2	124000001	124500000	-0.114808551281103
chr2	124500001	125000000	-0.00435851856654377
chr2	125000001	125500000	-0.0127065236755247
chr2	125500001	126000000	0.0437231345449019
chr2	126000001	126500000	0.0905022038187651
chr2	126500001	127000000	-0.0305050357611586
chr2	127000001	127500000	0.0626827949287449
chr2	127500001	128000000	-0.0266230215443638
chr2	128000001	128500000	0.0011222389896102
chr2	128500001	129000000	0.109201066992235
chr2	129000001	129500000	-0.0378054067160413
chr2	129500001	130000000	-0.0882544537240585
chr2	130000001	130500000	-0.0283136294610137
chr2	131500001	132000000	0.0639608087413107
chr2	133000001	133500000	0.0647194621873348
chr2	133500001	134000000	0.0114134895330791
chr2	134000001	134500000	0.0128588385563653
chr2	134500001	135000000	-0.105212029737449
chr2	135000001	135500000	-0.0423472188269635
chr2	135500001	136000000	-0.00332859637514836
chr2	136000001	136500000	-0.0584355539562998
chr2	136500001	137000000	0.0328690018756275
chr2	137000001	137500000	-0.0636322352167147
chr2	137500001	138000000	-0.0138572209305527
